doc_id,doc,target,arguments,resps,filtered_resps,doc_hash,prompt_hash,target_hash,exact_match
539,"{'premise': '병에 물을 가득 채운 채로 냉동실에 넣었다.', 'question': '결과', 'alternative_1': '물이 얼면서 병이 깨졌다.', 'alternative_2': '물이 증발하면서 병이 비었다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ubcd1\\uc5d0 \\ubb3c\\uc744 \\uac00\\ub4dd \\ucc44\\uc6b4 \\ucc44\\ub85c \\ub0c9\\ub3d9\\uc2e4\\uc5d0 \\ub123\\uc5c8\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ubb3c\\uc774 \\uc5bc\\uba74\\uc11c \\ubcd1\\uc774 \\uae68\\uc84c\\ub2e4.\\n2.\\ubb3c\\uc774 \\uc99d\\ubc1c\\ud558\\uba74\\uc11c \\ubcd1\\uc774 \\ube44\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.물이 얼면서 병이 깨졌다.']],['1'],da08865f02864083f8aba3252916913138a322467a20c8e67ca52a8dc7a61888,b916c93fcec42a4b3b6fa1e7e8adcc9a9e5a5e714a2905d99428c52a7f2b4be4,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
540,"{'premise': '남자가 금연 키트를 구입했다.', 'question': '원인', 'alternative_1': '남자는 담배를 끊고자 했다.', 'alternative_2': '남자는 전자담배를 잃어버렸다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\uac00 \\uae08\\uc5f0 \\ud0a4\\ud2b8\\ub97c \\uad6c\\uc785\\ud588\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ub0a8\\uc790\\ub294 \\ub2f4\\ubc30\\ub97c \\ub04a\\uace0\\uc790 \\ud588\\ub2e4.\\n2.\\ub0a8\\uc790\\ub294 \\uc804\\uc790\\ub2f4\\ubc30\\ub97c \\uc783\\uc5b4\\ubc84\\ub838\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.남자는 담배를 끊고자 했다.']],['1'],e5166b59a7addeec5dd1fc8423bf2da4a8440462c488550545a7e04ca70076b9,55ae3af0935197a59e5cb90bc2b4ca98f20b58480b1ab26f6c6c069f474d58fb,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
541,"{'premise': '여자의 무릎에 멍이 들었다.', 'question': '원인', 'alternative_1': '여자는 의자에 무릎을 찧었다.', 'alternative_2': '여자는 방석 위에 양반다리로 앉았다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uc758 \\ubb34\\ub98e\\uc5d0 \\uba4d\\uc774 \\ub4e4\\uc5c8\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc5ec\\uc790\\ub294 \\uc758\\uc790\\uc5d0 \\ubb34\\ub98e\\uc744 \\ucc27\\uc5c8\\ub2e4.\\n2.\\uc5ec\\uc790\\ub294 \\ubc29\\uc11d \\uc704\\uc5d0 \\uc591\\ubc18\\ub2e4\\ub9ac\\ub85c \\uc549\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.여자는 의자에 무릎을 찧었다.']],['1'],fc51632cae0d8914b1b0e7d12b5404424e7daf4145cefaabf2f5785aa7872f2d,05356d137323f8ff6ddb2b18a53b2a3e78b799772b262e663dc7caf88cb22857,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
542,"{'premise': '딸기를 먹다가 옷에 흘렸다.', 'question': '결과', 'alternative_1': '옷이 푸르게 물들었다.', 'alternative_2': '옷이 붉게 물들었다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub538\\uae30\\ub97c \\uba39\\ub2e4\\uac00 \\uc637\\uc5d0 \\ud758\\ub838\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uc637\\uc774 \\ud478\\ub974\\uac8c \\ubb3c\\ub4e4\\uc5c8\\ub2e4.\\n2.\\uc637\\uc774 \\ubd89\\uac8c \\ubb3c\\ub4e4\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.옷이 붉게 물들었다.']],['2'],3c9092bdf0725f5fd2df1483ea447d2db4f0fd82f59d7b1e00d1f40b51160c29,dbcc8e1237e13c1cbab13691a598cc075be197d69b8deab2b023266544f40b32,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
543,"{'premise': '벼를 도정했다.', 'question': '결과', 'alternative_1': '벼를 수확했다.', 'alternative_2': '벼의 껍질이 벗겨졌다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ubcbc\\ub97c \\ub3c4\\uc815\\ud588\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ubcbc\\ub97c \\uc218\\ud655\\ud588\\ub2e4.\\n2.\\ubcbc\\uc758 \\uaecd\\uc9c8\\uc774 \\ubc97\\uaca8\\uc84c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.벼의 껍질이 벗겨졌다.']],['2'],a8f7a55f121810ee30aa7375025558708e3e1efb4c3231a91d4b0340e74a7f1e,3664fc66e29fcb7ab30680f932ce8dfac2c2835f6d65f5bb0ca77bcc6156bf8f,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
544,"{'premise': '거문고 연주를 들었다.', 'question': '원인', 'alternative_1': '국악 공연을 보러 갔다.', 'alternative_2': '클래식 공연을 보러 갔다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uac70\\ubb38\\uace0 \\uc5f0\\uc8fc\\ub97c \\ub4e4\\uc5c8\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uad6d\\uc545 \\uacf5\\uc5f0\\uc744 \\ubcf4\\ub7ec \\uac14\\ub2e4.\\n2.\\ud074\\ub798\\uc2dd \\uacf5\\uc5f0\\uc744 \\ubcf4\\ub7ec \\uac14\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.국악 공연을 보러 갔다.']],['1'],5fc0013cc737b531573ba0f3253c4eac35def2d0686efdef0902779a5a2f3d25,fa9a1b007747ba5794ead53b4d4c77db8a52eceecb831d4d0789740dd56f6fa6,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
545,"{'premise': '빙판에서 스케이트를 탔다.', 'question': '결과', 'alternative_1': '빙판의 표면이 거칠어졌다.', 'alternative_2': '빙판의 표면이 매끄러워졌다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ube59\\ud310\\uc5d0\\uc11c \\uc2a4\\ucf00\\uc774\\ud2b8\\ub97c \\ud0d4\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ube59\\ud310\\uc758 \\ud45c\\uba74\\uc774 \\uac70\\uce60\\uc5b4\\uc84c\\ub2e4.\\n2.\\ube59\\ud310\\uc758 \\ud45c\\uba74\\uc774 \\ub9e4\\ub044\\ub7ec\\uc6cc\\uc84c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.빙판의 표면이 매끄러워졌다.']],['2'],098d6b18917ea0151af7c627baf01f6b0ff966422c8b4aa9a9e8159c585b57d4,39931f5a63c9cdea046fcda5c279eb4c70e36909e3809a1e2ddeca75bae6d164,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,0
546,"{'premise': '찜기에 호빵을 쪘다.', 'question': '결과', 'alternative_1': '찜기를 설거지했다', 'alternative_2': '찜기를 콘센트에 연결했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ucc1c\\uae30\\uc5d0 \\ud638\\ube75\\uc744 \\uca98\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ucc1c\\uae30\\ub97c \\uc124\\uac70\\uc9c0\\ud588\\ub2e4\\n2.\\ucc1c\\uae30\\ub97c \\ucf58\\uc13c\\ud2b8\\uc5d0 \\uc5f0\\uacb0\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.찜기를 설거지했다']],['1'],e69e5b78f996d1103a0840847588575ed81478d47ffa0ed101273489c2b36547,4203f0595e26a2e1c8333ac1a6f162c0366794c967c2fd4f2583086a5a65d616,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
547,"{'premise': '머리에 핀을 꽂았다.', 'question': '원인', 'alternative_1': '머리가 흘러내렸다.', 'alternative_2': '머리가 단단히 고정되었다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uba38\\ub9ac\\uc5d0 \\ud540\\uc744 \\uaf42\\uc558\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uba38\\ub9ac\\uac00 \\ud758\\ub7ec\\ub0b4\\ub838\\ub2e4.\\n2.\\uba38\\ub9ac\\uac00 \\ub2e8\\ub2e8\\ud788 \\uace0\\uc815\\ub418\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.머리가 흘러내렸다.']],['1'],b1a9fbaec9db8367514952cc4d54ddda0301a5d9acbe442007ed512e7dc80fca,b6254fad964caf504328c8910e1c318c86572be3a490601e2deca4cc9ba09f89,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
548,"{'premise': '집 두꺼비집이 내려갔다.', 'question': '결과', 'alternative_1': '냉장고가 꺼져서 내용물이 얼었다.', 'alternative_2': '냉장고가 꺼져서 내용물이 상했다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc9d1 \\ub450\\uaebc\\ube44\\uc9d1\\uc774 \\ub0b4\\ub824\\uac14\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub0c9\\uc7a5\\uace0\\uac00 \\uaebc\\uc838\\uc11c \\ub0b4\\uc6a9\\ubb3c\\uc774 \\uc5bc\\uc5c8\\ub2e4.\\n2.\\ub0c9\\uc7a5\\uace0\\uac00 \\uaebc\\uc838\\uc11c \\ub0b4\\uc6a9\\ubb3c\\uc774 \\uc0c1\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.냉장고가 꺼져서 내용물이 상했다.']],['2'],e78abbe8ecca121709d4bace1881a01221a09f718451c961369239b047c19c01,682fdb19d9c42bde62f1c69b9339bc3b81ecf54ddb60a7def776fa73334e777d,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
549,"{'premise': '남자가 달궈진 냄비를 맨손으로 잡았다.', 'question': '결과', 'alternative_1': '남자가 동상을 입었다.', 'alternative_2': '남자가 화상을 입었다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\uac00 \\ub2ec\\uad88\\uc9c4 \\ub0c4\\ube44\\ub97c \\ub9e8\\uc190\\uc73c\\ub85c \\uc7a1\\uc558\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub0a8\\uc790\\uac00 \\ub3d9\\uc0c1\\uc744 \\uc785\\uc5c8\\ub2e4.\\n2.\\ub0a8\\uc790\\uac00 \\ud654\\uc0c1\\uc744 \\uc785\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.남자가 화상을 입었다.']],['2'],3819bbf1c8e981718ab80dfed996bad7951f3309f1ddcdfbdb5b1d043b00cb22,bd510b7aa1d92cb0ebd8c9f83181218348faf8018871b9abdf20bf8f0640d059,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
550,"{'premise': '남자가 담배를 들고 흡연실로 향했다.', 'question': '원인', 'alternative_1': '남자는 흡연자이다.', 'alternative_2': '남자는 금연중이다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\uac00 \\ub2f4\\ubc30\\ub97c \\ub4e4\\uace0 \\ud761\\uc5f0\\uc2e4\\ub85c \\ud5a5\\ud588\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ub0a8\\uc790\\ub294 \\ud761\\uc5f0\\uc790\\uc774\\ub2e4.\\n2.\\ub0a8\\uc790\\ub294 \\uae08\\uc5f0\\uc911\\uc774\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.남자는 흡연자이다.']],['1'],6b796aebb941fd028d7fd99d12bf696886987b05e3d941dfd9fbf0a5715884c5,dc5411aab8f00e0fa3ddbdd6b90cab6278dc2096cd24be0f4ae06cde49bda2da,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
551,"{'premise': '계란을 삶았다.', 'question': '결과', 'alternative_1': '계란 흰자가 불투명해졌다.', 'alternative_2': '계란 껍질이 단단해졌다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uacc4\\ub780\\uc744 \\uc0b6\\uc558\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uacc4\\ub780 \\ud770\\uc790\\uac00 \\ubd88\\ud22c\\uba85\\ud574\\uc84c\\ub2e4.\\n2.\\uacc4\\ub780 \\uaecd\\uc9c8\\uc774 \\ub2e8\\ub2e8\\ud574\\uc84c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.계란 흰자가 불투명해졌다.']],['1'],fc2cfef9e57f9d7903a59cf8f53b3719c99558ded650d3fe82299815e13cc615,923d014215861417cccd89014d469bab3a1e66a9d7a55f1984f88658348a105f,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
552,"{'premise': '남자는 매일 꼼꼼하게 세안을 했다.', 'question': '결과', 'alternative_1': '남자의 피부가 탔다.', 'alternative_2': '남자의 피부가 깨끗해졌다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\ub294 \\ub9e4\\uc77c \\uaf3c\\uaf3c\\ud558\\uac8c \\uc138\\uc548\\uc744 \\ud588\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub0a8\\uc790\\uc758 \\ud53c\\ubd80\\uac00 \\ud0d4\\ub2e4.\\n2.\\ub0a8\\uc790\\uc758 \\ud53c\\ubd80\\uac00 \\uae68\\ub057\\ud574\\uc84c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.남자의 피부가 깨끗해졌다.']],['2'],72bc0bedd2fa50fd4e3702eb82a65d4ae6cbc47c756cf8993717944db77e851a,cd01e9ad85b7c403fb00e2d7af31a804cd8615b22a50e8f30ca1b90fc5d38f8a,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
553,"{'premise': '천장에서 물이 샜다.', 'question': '원인', 'alternative_1': '지붕 보수 공사를 완료했다.', 'alternative_2': '지붕에 구멍이 생겼다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ucc9c\\uc7a5\\uc5d0\\uc11c \\ubb3c\\uc774 \\uc0dc\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc9c0\\ubd95 \\ubcf4\\uc218 \\uacf5\\uc0ac\\ub97c \\uc644\\ub8cc\\ud588\\ub2e4.\\n2.\\uc9c0\\ubd95\\uc5d0 \\uad6c\\uba4d\\uc774 \\uc0dd\\uacbc\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.지붕에 구멍이 생겼다.']],['2'],d2755bf5861e37b36cc8ebf540487bf3c8b8aa4311105a8ef82d5f91c816d96f,85047ecb4e1574bedd0b9f165ff7dbadf39af7cb288bc4a209c2723fa600a906,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
554,"{'premise': '남자가 의족을 사용한다.', 'question': '원인', 'alternative_1': '남자는 다리 수술을 받았다.', 'alternative_2': '남자는 팔 수술을 받았다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\uac00 \\uc758\\uc871\\uc744 \\uc0ac\\uc6a9\\ud55c\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ub0a8\\uc790\\ub294 \\ub2e4\\ub9ac \\uc218\\uc220\\uc744 \\ubc1b\\uc558\\ub2e4.\\n2.\\ub0a8\\uc790\\ub294 \\ud314 \\uc218\\uc220\\uc744 \\ubc1b\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.남자는 다리 수술을 받았다.']],['1'],ff542d2bf44a921485819b32e5c6b30b5e886ed873154fbb7c765fc3a2c98c21,54434c99c6ed81e7ed3f263574211e7f310608245cc296e8ab8bfc873ff59db9,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
